PassengerId,HomePlanet,CryoSleep,Deck,Cabin_Number,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Age_Group,total_expenditure,any_expenditure,family,family_size,travel_group,travel_group_size
3706_01,Mars,FALSE,F,770,P,TRAPPIST-1e,16,FALSE,424,0,246,370,0,Nilly Kidie,FALSE,13-17,1040,TRUE,Kidie,2,3706,2
3706_02,Mars,FALSE,F,770,P,TRAPPIST-1e,18,FALSE,131,0,980,1,0,Honda Kidie,TRUE,18-25,1112,TRUE,Kidie,2,3706,2
3707_01,Earth,FALSE,G,604,S,TRAPPIST-1e,18,FALSE,622,53,8,47,39,Marvey Delangleton,FALSE,18-25,769,TRUE,Delangleton,3,3707,2
3707_02,Earth,FALSE,G,604,S,TRAPPIST-1e,22,FALSE,0,0,889,0,0,Willey Delangleton,TRUE,18-25,889,TRUE,Delangleton,3,3707,2
3708_01,Earth,TRUE,G,600,P,55 Cancri e,27,FALSE,0,0,0,0,0,Deandy Trankliney,TRUE,26-30,0,FALSE,Trankliney,6,3708,1
3710_01,Earth,FALSE,G,601,P,55 Cancri e,35,FALSE,432,0,377,0,0,Brie Loverceson,FALSE,31-50,809,TRUE,Loverceson,5,3710,3
3710_02,Earth,FALSE,G,601,P,TRAPPIST-1e,8,FALSE,0,0,0,0,0,Deanny Loverceson,FALSE,0-12,0,FALSE,Loverceson,5,3710,3
3710_03,Earth,TRUE,G,601,P,55 Cancri e,5,FALSE,0,0,0,0,0,Rossie Loverceson,FALSE,0-12,0,FALSE,Loverceson,5,3710,3
3711_01,Mars,TRUE,F,700,S,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Coyal Quart,TRUE,31-50,0,FALSE,Quart,9,3711,3
3711_02,Mars,FALSE,F,700,S,TRAPPIST-1e,31,FALSE,3471,0,232,0,0,Poot Quart,FALSE,31-50,3703,TRUE,Quart,9,3711,3
3711_03,Mars,TRUE,F,700,S,TRAPPIST-1e,9,FALSE,0,0,0,0,0,Nios Quart,TRUE,0-12,0,FALSE,Quart,9,3711,3
3713_01,Europa,TRUE,C,133,S,TRAPPIST-1e,56,FALSE,0,0,0,0,0,Alraida Trattle,TRUE,51+,0,FALSE,Trattle,4,3713,3
3713_02,Europa,TRUE,C,133,S,55 Cancri e,39,FALSE,0,0,0,0,0,Zosmark Trattle,TRUE,31-50,0,FALSE,Trattle,4,3713,3
3713_03,Europa,TRUE,C,133,S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Gollux Trattle,TRUE,18-25,0,FALSE,Trattle,4,3713,3
3714_01,Mars,FALSE,F,702,S,TRAPPIST-1e,45,FALSE,48,1652,761,138,0,All Harta,FALSE,31-50,2599,TRUE,Harta,3,3714,2
3714_02,Mars,FALSE,D,116,S,PSO J318.5-22,33,FALSE,33,397,354,0,0,Cowl Harta,FALSE,31-50,784,TRUE,Harta,3,3714,2
3715_01,Earth,TRUE,G,602,P,PSO J318.5-22,2,FALSE,0,0,0,0,0,Jasony Hubbarton,FALSE,0-12,0,FALSE,Hubbarton,8,3715,4
3715_02,Earth,TRUE,G,602,P,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Tamie Hubbarton,FALSE,0-12,0,FALSE,Hubbarton,8,3715,4
3715_03,Earth,FALSE,G,602,P,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Vane Hubbarton,TRUE,0-12,0,FALSE,Hubbarton,8,3715,4
3715_04,Earth,TRUE,G,602,P,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Hen Hubbarton,FALSE,13-17,0,FALSE,Hubbarton,8,3715,4
3716_01,Earth,FALSE,G,603,P,TRAPPIST-1e,18,FALSE,18,2,1769,1,2,Fredy Batestonley,TRUE,18-25,1792,TRUE,Batestonley,7,3716,1
3719_01,Mars,FALSE,G,734,S,TRAPPIST-1e,28,TRUE,1193,0,2509,0,0,Spros Mone,FALSE,26-30,3702,TRUE,Mone,4,3719,2
3719_02,Mars,TRUE,F,704,S,TRAPPIST-1e,45,FALSE,0,0,0,0,0,Gocock Mone,TRUE,31-50,0,FALSE,Mone,4,3719,2
3724_01,Earth,TRUE,G,609,S,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Yvonna Mcdowns,TRUE,18-25,0,FALSE,Mcdowns,4,3724,1
3726_01,Earth,TRUE,G,604,P,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Brence Bardina,TRUE,31-50,0,FALSE,Bardina,5,3726,1
3728_01,Earth,TRUE,G,612,S,PSO J318.5-22,16,FALSE,0,0,0,0,0,Dianya Roachoanand,TRUE,13-17,0,FALSE,Roachoanand,6,3728,1
3729_01,Earth,TRUE,G,605,P,PSO J318.5-22,40,FALSE,0,0,0,0,0,Alraium Disivering,TRUE,31-50,0,FALSE,Disivering,207,3729,1
3732_01,Europa,TRUE,A,43,S,55 Cancri e,5,FALSE,0,0,0,0,0,Sheleon Scoudelle,TRUE,0-12,0,FALSE,Scoudelle,8,3732,4
3732_02,Europa,FALSE,A,43,S,TRAPPIST-1e,29,FALSE,0,8444,0,2989,8735,Alraium Disivering,FALSE,26-30,20168,TRUE,Disivering,207,3732,4
3732_03,Europa,TRUE,A,43,S,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Luxonon Scoudelle,TRUE,31-50,0,FALSE,Scoudelle,8,3732,4
3732_04,Europa,FALSE,A,43,S,55 Cancri e,27,FALSE,3340,588,0,173,71,Duhra Scoudelle,FALSE,26-30,4172,TRUE,Scoudelle,8,3732,4
3733_01,Europa,FALSE,D,118,S,TRAPPIST-1e,34,TRUE,0,4,0,685,1779,Dilatik Semootor,FALSE,31-50,2468,TRUE,Semootor,1,3733,1
3734_01,Earth,TRUE,G,606,P,PSO J318.5-22,15,FALSE,0,0,0,0,0,Mollen Bairdford,TRUE,13-17,0,FALSE,Bairdford,4,3734,1
3735_01,Europa,FALSE,D,119,S,TRAPPIST-1e,43,FALSE,2,3846,0,3,346,Zedarga Reeddommy,TRUE,31-50,4197,TRUE,Reeddommy,7,3735,2
3735_02,Europa,FALSE,D,119,S,55 Cancri e,30,FALSE,0,787,116,1924,2,Shail Reeddommy,FALSE,26-30,2829,TRUE,Reeddommy,7,3735,2
3736_01,Europa,FALSE,B,145,S,TRAPPIST-1e,61,FALSE,328,5193,0,20,533,Genif Amincrerus,TRUE,51+,6074,TRUE,Amincrerus,3,3736,1
3737_01,Earth,FALSE,G,614,S,TRAPPIST-1e,48,FALSE,0,0,632,250,0,Ryany Bucklandez,FALSE,31-50,882,TRUE,Bucklandez,5,3737,2
3737_02,Earth,TRUE,G,614,S,55 Cancri e,17,FALSE,0,0,0,0,0,Ellana Bucklandez,TRUE,13-17,0,FALSE,Bucklandez,5,3737,2
3739_01,Earth,FALSE,G,615,S,TRAPPIST-1e,19,FALSE,0,312,2,76,418,Francy Johnsby,FALSE,18-25,808,TRUE,Johnsby,6,3739,1
3741_01,Europa,TRUE,B,117,P,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Tabik Pulgaly,TRUE,26-30,0,FALSE,Pulgaly,5,3741,1
3742_01,Earth,TRUE,G,607,P,55 Cancri e,2,FALSE,0,0,0,0,0,Luzel Hickett,FALSE,0-12,0,FALSE,Hickett,6,3742,2
3742_02,Earth,TRUE,G,607,P,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Paulia Hickett,TRUE,18-25,0,FALSE,Hickett,6,3742,2
3743_01,Earth,FALSE,G,616,S,TRAPPIST-1e,19,FALSE,0,827,5,55,0,Lyny Jenningley,FALSE,18-25,887,TRUE,Jenningley,2,3743,1
3744_01,Mars,FALSE,E,249,S,PSO J318.5-22,34,TRUE,0,490,869,0,0,Denuts Ropie,TRUE,31-50,1359,TRUE,Ropie,6,3744,1
3745_01,Earth,FALSE,G,608,P,TRAPPIST-1e,19,FALSE,0,2,14,755,0,Ellena Mckinsond,FALSE,18-25,771,TRUE,Mckinsond,10,3745,1
3747_01,Europa,FALSE,B,118,P,TRAPPIST-1e,39,FALSE,0,2576,0,234,237,Achium Entratable,FALSE,31-50,3047,TRUE,Entratable,3,3747,4
3747_02,Europa,TRUE,B,118,P,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Lesat Brakebarne,TRUE,26-30,0,FALSE,Brakebarne,2,3747,4
3747_03,Europa,FALSE,B,118,P,TRAPPIST-1e,53,FALSE,0,3377,0,193,5563,Dsch Brakebarne,FALSE,51+,9133,TRUE,Brakebarne,2,3747,4
3747_04,Europa,TRUE,B,118,P,55 Cancri e,18,FALSE,0,0,0,0,0,Tabiton Ambleetive,TRUE,18-25,0,FALSE,Ambleetive,6,3747,4
3748_01,Mars,TRUE,F,774,P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Pot Gin,TRUE,26-30,0,FALSE,Gin,5,3748,1
3749_01,Europa,TRUE,B,119,P,55 Cancri e,45,FALSE,0,0,0,0,0,Enibik Fordulgaug,TRUE,31-50,0,FALSE,Fordulgaug,5,3749,2
3749_02,Europa,TRUE,B,119,P,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Gimpus Fordulgaug,TRUE,31-50,0,FALSE,Fordulgaug,5,3749,2
3750_01,Earth,FALSE,F,775,P,TRAPPIST-1e,18,FALSE,64,0,3,3440,5,Antone Mayods,FALSE,18-25,3512,TRUE,Mayods,9,3750,2
3750_02,Earth,FALSE,G,610,P,TRAPPIST-1e,48,FALSE,396,0,0,0,297,Leony Mayods,FALSE,31-50,693,TRUE,Mayods,9,3750,2
3751_01,Earth,FALSE,G,734,S,TRAPPIST-1e,24,FALSE,0,274,594,35,658,Ambert Ericksonga,TRUE,18-25,1561,TRUE,Ericksonga,3,3751,1
3752_01,Europa,FALSE,D,120,S,TRAPPIST-1e,52,FALSE,0,5,0,108,1788,Tarrak Femoused,FALSE,51+,1901,TRUE,Femoused,3,3752,1
3753_01,Earth,FALSE,F,776,P,55 Cancri e,55,FALSE,0,519,131,63,3,Alraium Disivering,FALSE,51+,716,TRUE,Disivering,207,3753,1
3754_01,Earth,TRUE,G,611,P,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Naomin Sterson,TRUE,31-50,0,FALSE,Sterson,5,3754,1
3755_01,Earth,TRUE,G,734,S,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Stendy Gallencis,FALSE,18-25,0,FALSE,Gallencis,6,3755,2
3755_02,Earth,TRUE,G,612,P,PSO J318.5-22,8,FALSE,0,0,0,0,0,Alraium Disivering,FALSE,0-12,0,FALSE,Disivering,207,3755,2
3756_01,Mars,TRUE,F,707,S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Blus Snoaf,TRUE,18-25,0,FALSE,Snoaf,2,3756,1
3757_01,Earth,TRUE,G,617,S,TRAPPIST-1e,38,FALSE,0,0,0,0,0,Loresa Hubbarrison,TRUE,31-50,0,FALSE,Hubbarrison,9,3757,1
3758_01,Earth,FALSE,G,618,S,TRAPPIST-1e,18,FALSE,381,4,0,0,368,Ianya Litthews,FALSE,18-25,753,TRUE,Litthews,15,3758,2
3758_02,Earth,TRUE,G,618,S,PSO J318.5-22,23,FALSE,0,0,0,0,0,Oraine Litthews,TRUE,18-25,0,FALSE,Litthews,15,3758,2
3759_01,Earth,TRUE,G,619,S,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Elene Hendrys,TRUE,26-30,0,FALSE,Hendrys,5,3759,1
3760_01,Earth,TRUE,G,613,P,PSO J318.5-22,21,FALSE,0,0,0,0,0,Paulia Kennetty,TRUE,18-25,0,FALSE,Kennetty,4,3760,1
3761_01,Earth,FALSE,E,222,P,55 Cancri e,45,FALSE,824,2196,385,19,1113,Nuscham Stingive,TRUE,31-50,4537,TRUE,Stingive,4,3761,1
3765_01,Mars,TRUE,F,709,S,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Jayrin Cle,TRUE,18-25,0,FALSE,Cle,1,3765,1
3767_01,Europa,FALSE,B,146,S,55 Cancri e,44,FALSE,0,280,112,0,9244,Sadaton Alenat,FALSE,31-50,9636,TRUE,Alenat,3,3767,1
3768_01,Earth,FALSE,F,710,S,TRAPPIST-1e,20,FALSE,0,0,717,0,0,Jonaye Rushing,TRUE,18-25,717,TRUE,Rushing,2,3768,1
3769_01,Mars,FALSE,E,251,S,TRAPPIST-1e,47,FALSE,1037,0,258,4,0,Guar Stead,FALSE,31-50,1299,TRUE,Stead,2,3769,1
3770_01,Earth,TRUE,G,615,P,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Deandy Anthompson,TRUE,13-17,0,FALSE,Anthompson,7,3770,1
3771_01,Europa,FALSE,B,120,P,TRAPPIST-1e,28,FALSE,80,828,0,4494,4269,Mesarid Pinoffent,FALSE,26-30,9671,TRUE,Pinoffent,1,3771,1
3772_01,Earth,FALSE,G,616,P,55 Cancri e,8,FALSE,0,0,0,0,0,Tarah Castron,TRUE,0-12,0,FALSE,Castron,5,3772,2
3772_02,Earth,FALSE,F,777,P,TRAPPIST-1e,20,FALSE,0,0,422,0,0,Tany Castron,TRUE,18-25,422,TRUE,Castron,5,3772,2
3773_01,Earth,FALSE,F,711,S,PSO J318.5-22,22,FALSE,2,257,348,2,0,Ivanna Prestonard,TRUE,18-25,609,TRUE,Prestonard,7,3773,3
3773_02,Earth,FALSE,F,711,S,TRAPPIST-1e,42,FALSE,55,0,1503,0,0,Joeula Prestonard,TRUE,31-50,1558,TRUE,Prestonard,7,3773,3
3773_03,Earth,FALSE,F,711,S,PSO J318.5-22,23,FALSE,0,552,44,0,661,Wena Prestonard,TRUE,18-25,1257,TRUE,Prestonard,7,3773,3
3774_01,Earth,FALSE,F,778,P,TRAPPIST-1e,30,FALSE,513,0,0,0,317,Wayney Willy,FALSE,26-30,830,TRUE,Willy,11,3774,3
3774_02,Earth,TRUE,G,617,P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Nelly Willy,FALSE,18-25,0,FALSE,Willy,11,3774,3
3774_03,Earth,FALSE,F,778,P,TRAPPIST-1e,35,FALSE,227,117,394,9,56,Dorah Willy,FALSE,31-50,803,TRUE,Willy,11,3774,3
3775_01,Mars,TRUE,F,712,S,TRAPPIST-1e,42,FALSE,0,0,0,0,0,Coate Buche,TRUE,31-50,0,FALSE,Buche,7,3775,2
3775_02,Mars,TRUE,F,712,S,TRAPPIST-1e,46,FALSE,0,0,0,0,0,Colax Killé,TRUE,31-50,0,FALSE,Killé,3,3775,2
3776_01,Europa,FALSE,C,134,S,TRAPPIST-1e,29,FALSE,2,407,4509,1433,9,Sinon Gearitte,TRUE,26-30,6360,TRUE,Gearitte,1,3776,1
3777_01,Europa,TRUE,B,147,S,55 Cancri e,35,FALSE,0,0,0,0,0,Mareson Clunic,TRUE,31-50,0,FALSE,Clunic,3,3777,1
3778_01,Earth,FALSE,F,713,S,TRAPPIST-1e,48,FALSE,0,21,0,0,786,Geneen Morrencis,TRUE,31-50,807,TRUE,Morrencis,6,3778,1
3779_01,Earth,FALSE,F,714,S,TRAPPIST-1e,24,FALSE,1,677,13,10,0,Ambert Tranciams,TRUE,18-25,701,TRUE,Tranciams,10,3779,1
3781_01,Europa,FALSE,A,44,S,TRAPPIST-1e,38,FALSE,821,960,0,27,321,Sabit Spirfuent,FALSE,31-50,2129,TRUE,Spirfuent,2,3781,1
3783_01,Earth,FALSE,F,780,P,55 Cancri e,51,FALSE,183,0,1,0,1103,Hilly Wolffy,FALSE,51+,1287,TRUE,Wolffy,9,3783,1
3784_01,Earth,FALSE,G,618,P,TRAPPIST-1e,77,FALSE,0,0,131,3981,108,Ale Morrencis,FALSE,51+,4220,TRUE,Morrencis,6,3784,1
3785_01,Earth,TRUE,G,619,P,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Viviay Hanner,FALSE,18-25,0,FALSE,Hanner,12,3785,1
3786_01,Mars,FALSE,E,252,S,TRAPPIST-1e,38,TRUE,0,0,1355,0,0,Fispot Birt,FALSE,31-50,1355,TRUE,Birt,10,3786,2
3786_02,Mars,FALSE,D,121,S,TRAPPIST-1e,42,FALSE,913,4,1,1465,0,Quan Birt,FALSE,31-50,2383,TRUE,Birt,10,3786,2
3787_01,Mars,TRUE,F,716,S,TRAPPIST-1e,55,FALSE,0,0,0,0,0,Sugard Prie,TRUE,51+,0,FALSE,Prie,6,3787,3
3787_02,Mars,FALSE,F,716,S,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Smals Prie,TRUE,0-12,0,FALSE,Prie,6,3787,3
3787_03,Mars,FALSE,D,122,S,TRAPPIST-1e,27,FALSE,132,75,849,0,0,Guls Prie,TRUE,26-30,1056,TRUE,Prie,6,3787,3
3788_01,Mars,FALSE,D,127,P,TRAPPIST-1e,25,FALSE,519,0,284,0,0,Pikes Sesa,FALSE,18-25,803,TRUE,Sesa,4,3788,1
3789_01,Earth,TRUE,G,620,S,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Juane Popelazquez,TRUE,13-17,0,FALSE,Popelazquez,5,3789,1
3790_01,Earth,TRUE,G,620,P,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Trick Meyersones,TRUE,13-17,0,FALSE,Meyersones,7,3790,1
3793_01,Earth,TRUE,G,622,S,55 Cancri e,23,FALSE,0,0,0,0,0,Troyra Moodsey,TRUE,18-25,0,FALSE,Moodsey,10,3793,1
3795_01,Europa,TRUE,C,136,S,55 Cancri e,27,FALSE,0,0,0,0,0,Muonus Clinarfork,TRUE,26-30,0,FALSE,Clinarfork,4,3795,1
3796_01,Europa,FALSE,B,121,P,55 Cancri e,33,FALSE,90,26830,0,27,703,Dhena Semageary,TRUE,31-50,27650,TRUE,Semageary,2,3796,1
3797_01,Europa,FALSE,B,122,P,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Kleeiak Couseced,FALSE,26-30,0,FALSE,Couseced,3,3797,1
3798_01,Europa,TRUE,E,253,S,TRAPPIST-1e,67,FALSE,0,0,0,0,0,Castra Exibuctich,TRUE,51+,0,FALSE,Exibuctich,3,3798,1
3801_01,Earth,FALSE,G,622,P,55 Cancri e,27,FALSE,0,0,0,36,437,Mayne Leblanchez,FALSE,26-30,473,TRUE,Leblanchez,4,3801,1
3803_01,Mars,FALSE,F,782,P,TRAPPIST-1e,33,FALSE,25,0,1376,604,0,Sts Welte,FALSE,31-50,2005,TRUE,Welte,6,3803,1
3804_01,Earth,FALSE,F,783,P,TRAPPIST-1e,18,FALSE,0,17,0,0,784,Vivia Harry,FALSE,18-25,801,TRUE,Harry,5,3804,1
3805_01,Earth,FALSE,F,784,P,TRAPPIST-1e,36,FALSE,357,0,114,0,0,Frandy Pacerty,FALSE,31-50,471,TRUE,Pacerty,5,3805,1
3807_01,Earth,TRUE,G,623,S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Benew Barnolaney,TRUE,18-25,0,FALSE,Barnolaney,6,3807,1
3810_01,Earth,FALSE,G,624,S,TRAPPIST-1e,51,FALSE,406,0,53,0,350,Tera Trankliney,FALSE,51+,809,TRUE,Trankliney,6,3810,1
3811_01,Mars,TRUE,F,786,P,TRAPPIST-1e,54,FALSE,0,0,0,0,0,Fisps Frasp,TRUE,51+,0,FALSE,Frasp,7,3811,2
3811_02,Mars,FALSE,D,128,P,TRAPPIST-1e,33,FALSE,3361,0,13,15,0,Sters Frasp,FALSE,31-50,3389,TRUE,Frasp,7,3811,2
3812_01,Earth,FALSE,F,717,S,TRAPPIST-1e,18,FALSE,14,651,11,17,0,Sonnie Floways,FALSE,18-25,693,TRUE,Floways,4,3812,1
3814_01,Europa,TRUE,D,129,P,TRAPPIST-1e,57,FALSE,0,0,0,0,0,Etair Calazy,TRUE,51+,0,FALSE,Calazy,4,3814,1
3815_01,Earth,FALSE,F,787,P,TRAPPIST-1e,23,FALSE,0,0,0,724,80,Tarah Patteraley,FALSE,18-25,804,TRUE,Patteraley,4,3815,1
3816_01,Earth,FALSE,E,225,P,TRAPPIST-1e,24,FALSE,58,0,4,789,54,Scotte Carterson,FALSE,18-25,905,TRUE,Carterson,5,3816,1
3817_01,Mars,FALSE,E,226,P,TRAPPIST-1e,20,FALSE,984,1,921,0,0,Poselk Reste,FALSE,18-25,1906,TRUE,Reste,4,3817,1
3818_01,Earth,FALSE,G,734,S,TRAPPIST-1e,32,FALSE,0,600,80,0,18,Rankie Hoodgers,FALSE,31-50,698,TRUE,Hoodgers,6,3818,1
3820_01,Mars,TRUE,F,790,P,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Unchal Ecre,TRUE,18-25,0,FALSE,Ecre,1,3820,1
3821_01,Earth,FALSE,G,734,S,PSO J318.5-22,27,FALSE,0,2,0,0,867,Violan Mcphernard,FALSE,26-30,869,TRUE,Mcphernard,7,3821,1
3822_01,Earth,FALSE,F,718,S,PSO J318.5-22,41,FALSE,0,122,0,104,486,Lyny Mcinton,FALSE,31-50,712,TRUE,Mcinton,7,3822,1
3823_01,Mars,FALSE,F,719,S,TRAPPIST-1e,27,FALSE,1192,0,0,0,0,Crisp Spore,TRUE,26-30,1192,TRUE,Spore,2,3823,1
3824_01,Earth,FALSE,G,625,S,PSO J318.5-22,49,FALSE,0,51,101,50,0,Byront Mclardson,TRUE,31-50,202,TRUE,Mclardson,10,3824,1
3826_01,Earth,FALSE,G,626,S,TRAPPIST-1e,18,FALSE,0,0,0,1565,224,Fanna Navages,FALSE,18-25,1789,TRUE,Navages,10,3826,1
3830_01,Earth,FALSE,G,627,S,55 Cancri e,34,FALSE,71,0,242,393,0,Racey Powery,FALSE,31-50,706,TRUE,Powery,10,3830,1
3831_01,Mars,FALSE,D,123,S,TRAPPIST-1e,73,FALSE,799,0,190,68,0,Pikes Nan,FALSE,51+,1057,TRUE,Nan,8,3831,1
3832_01,Earth,FALSE,G,627,P,TRAPPIST-1e,40,FALSE,1387,614,1564,5,0,Bonyam Litthews,FALSE,31-50,3570,TRUE,Litthews,15,3832,1
3835_01,Earth,FALSE,E,255,S,PSO J318.5-22,63,FALSE,1,897,0,0,8,Berna Tersony,FALSE,51+,906,TRUE,Tersony,3,3835,1
3836_01,Mars,FALSE,F,723,S,TRAPPIST-1e,21,FALSE,1060,0,91,0,0,Alraium Disivering,TRUE,18-25,1151,TRUE,Disivering,207,3836,1
3838_01,Earth,FALSE,E,227,P,TRAPPIST-1e,21,FALSE,28,580,0,0,236,Billya Estiagosen,TRUE,18-25,844,TRUE,Estiagosen,5,3838,1
3839_01,Mars,FALSE,E,228,P,TRAPPIST-1e,23,FALSE,418,4,627,0,0,Puffes Kine,FALSE,18-25,1049,TRUE,Kine,2,3839,1
3841_01,Mars,FALSE,F,793,P,TRAPPIST-1e,31,FALSE,1049,31,227,2,0,Goldch Kashe,FALSE,31-50,1309,TRUE,Kashe,6,3841,1
3842_01,Earth,FALSE,F,794,P,55 Cancri e,41,FALSE,312,89,44,0,252,Lynnee Vinston,FALSE,31-50,697,TRUE,Vinston,4,3842,1
3846_01,Earth,TRUE,G,630,P,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Tracia Hahnstonsen,TRUE,13-17,0,FALSE,Hahnstonsen,7,3846,1
3847_01,Europa,FALSE,C,126,P,TRAPPIST-1e,36,FALSE,90,2050,0,15,1244,Gatrino Reshory,FALSE,31-50,3399,TRUE,Reshory,2,3847,1
3848_01,Earth,FALSE,F,795,P,TRAPPIST-1e,24,FALSE,4,314,0,0,428,Warry Jacostaney,FALSE,18-25,746,TRUE,Jacostaney,9,3848,1
3849_01,Earth,FALSE,G,631,P,TRAPPIST-1e,27,FALSE,0,253,0,79,421,Timmy Santry,FALSE,26-30,753,TRUE,Santry,10,3849,1
3850_01,Europa,FALSE,C,137,S,55 Cancri e,24,FALSE,38,257,0,54,4184,Keidhma Unteckery,FALSE,18-25,4533,TRUE,Unteckery,8,3850,7
3850_02,Europa,TRUE,C,137,S,55 Cancri e,19,FALSE,0,0,0,0,0,Astula Unteckery,TRUE,18-25,0,FALSE,Unteckery,8,3850,7
3850_03,Europa,FALSE,C,137,S,TRAPPIST-1e,25,FALSE,0,6130,0,36,1,Achib Unteckery,TRUE,18-25,6167,TRUE,Unteckery,8,3850,7
3850_04,Europa,TRUE,C,137,S,55 Cancri e,39,FALSE,0,0,0,0,0,Alchium Unteckery,TRUE,31-50,0,FALSE,Unteckery,8,3850,7
3850_05,Europa,TRUE,C,137,S,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Thallah Unteckery,TRUE,13-17,0,FALSE,Unteckery,8,3850,7
3850_06,Europa,FALSE,C,137,S,TRAPPIST-1e,31,FALSE,0,1565,0,97,1678,Sabiark Unteckery,TRUE,31-50,3340,TRUE,Unteckery,8,3850,7
3850_07,Europa,TRUE,C,137,S,55 Cancri e,25,FALSE,0,0,0,0,0,Azharga Chuble,TRUE,18-25,0,FALSE,Chuble,5,3850,7
3851_01,Europa,FALSE,C,127,P,TRAPPIST-1e,57,FALSE,205,4415,0,1589,305,Alino Namsheary,FALSE,51+,6514,TRUE,Namsheary,4,3851,1
3852_01,Mars,TRUE,F,796,P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Tive Tepie,TRUE,26-30,0,FALSE,Tepie,7,3852,1
3853_01,Earth,FALSE,F,725,S,PSO J318.5-22,18,FALSE,16,6,735,0,0,Jeane Herreras,TRUE,18-25,757,TRUE,Herreras,6,3853,1
3854_01,Earth,TRUE,G,632,P,TRAPPIST-1e,33,FALSE,0,0,0,0,0,Racey Carsoning,TRUE,31-50,0,FALSE,Carsoning,4,3854,1
3856_01,Earth,FALSE,F,726,S,TRAPPIST-1e,23,FALSE,339,754,7,0,0,Ward Alvasquez,TRUE,18-25,1100,TRUE,Alvasquez,7,3856,1
3857_01,Europa,TRUE,E,230,P,55 Cancri e,34,FALSE,0,0,0,0,0,Eltard Dreamspric,TRUE,31-50,0,FALSE,Dreamspric,2,3857,1
3862_01,Mars,TRUE,F,729,S,55 Cancri e,38,FALSE,0,0,0,0,0,Rohs Paie,TRUE,31-50,0,FALSE,Paie,6,3862,7
3862_02,Mars,FALSE,E,256,S,TRAPPIST-1e,21,FALSE,2627,0,597,0,0,Blakes Ple,TRUE,18-25,3224,TRUE,Ple,2,3862,7
3862_03,Mars,TRUE,E,256,S,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Alraium Disivering,FALSE,31-50,0,FALSE,Disivering,207,3862,7
3862_04,Mars,FALSE,D,124,S,TRAPPIST-1e,13,FALSE,974,0,1883,0,505,Herms Cako,FALSE,13-17,3362,TRUE,Cako,5,3862,7
3862_05,Mars,FALSE,F,729,S,TRAPPIST-1e,54,FALSE,149,981,215,0,0,Cherry Paie,TRUE,51+,1345,TRUE,Paie,6,3862,7
3862_06,Mars,FALSE,F,729,S,TRAPPIST-1e,13,FALSE,1008,667,8,0,0,Bants Cako,FALSE,13-17,1683,TRUE,Cako,5,3862,7
3862_07,Mars,FALSE,D,124,S,TRAPPIST-1e,18,FALSE,12,0,1105,658,16,Chex Ple,FALSE,18-25,1791,TRUE,Ple,2,3862,7
3864_01,Europa,TRUE,D,125,S,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Ionium Dertering,TRUE,26-30,0,FALSE,Dertering,1,3864,1
3866_01,Earth,FALSE,F,797,P,TRAPPIST-1e,43,FALSE,0,0,7,0,963,Lis Hendrys,FALSE,31-50,970,TRUE,Hendrys,5,3866,1
3867_01,Earth,FALSE,F,798,P,TRAPPIST-1e,56,FALSE,3,0,768,0,0,Tyle Guerson,TRUE,51+,771,TRUE,Guerson,11,3867,1
3868_01,Earth,FALSE,F,731,S,TRAPPIST-1e,63,FALSE,1540,0,0,0,1,Brie Braymon,FALSE,51+,1541,TRUE,Braymon,10,3868,7
